tenant_id,part_number,catalog_type,metric_type,year,month,quantity,source_sheet
videndum,AB016401,INV,revenue,2020,,1232,Revenue
videndum,AB016401,INV,revenue,2021,,1609,Revenue
videndum,AB016401,INV,revenue,2022,,1734,Revenue
videndum,AB016401,INV,revenue,2023,,1622,Revenue
videndum,AB016401,INV,revenue,2024,,1807,Revenue
videndum,AB016401,INV,revenue,2025,1,85,Revenue
videndum,AB016401,INV,revenue,2025,2,86,Revenue
videndum,AB016401,INV,revenue,2025,3,80,Revenue
videndum,AB016401,INV,revenue,2025,4,253,Revenue
videndum,AB016401,INV,revenue,2025,5,131,Revenue
videndum,AB016401,INV,revenue,2025,6,143,Revenue
videndum,AB016401,INV,revenue,2025,7,94,Revenue
videndum,AB016401,INV,revenue,2025,8,155,Revenue
videndum,AB016401,INV,revenue,2025,9,223,Revenue
videndum,AB016401,INV,revenue,2025,10,6,Revenue
videndum,AB016501,INV,revenue,2020,,2,Revenue
videndum,AB016501,INV,revenue,2023,,1,Revenue
videndum,AB016501,INV,revenue,2024,,2,Revenue
videndum,AB026401,INV,revenue,2020,,127,Revenue
videndum,AB026401,INV,revenue,2021,,137,Revenue
videndum,AB026401,INV,revenue,2022,,91,Revenue
videndum,AB026401,INV,revenue,2023,,98,Revenue
videndum,AB026401,INV,revenue,2024,,71,Revenue
videndum,AB026401,INV,revenue,2025,1,1,Revenue
videndum,AB026401,INV,revenue,2025,2,5,Revenue
videndum,AB026401,INV,revenue,2025,3,4,Revenue
videndum,AB026401,INV,revenue,2025,4,10,Revenue
videndum,AB026401,INV,revenue,2025,5,2,Revenue
videndum,AB026401,INV,revenue,2025,6,4,Revenue
videndum,AB026401,INV,revenue,2025,7,5,Revenue
videndum,AB026401,INV,revenue,2025,8,4,Revenue
videndum,AB030701,INV,revenue,2020,,68,Revenue
videndum,AB030701,INV,revenue,2021,,152,Revenue
videndum,AB030701,INV,revenue,2022,,103,Revenue
videndum,AB030701,INV,revenue,2023,,105,Revenue
videndum,AB030701,INV,revenue,2024,,59,Revenue
videndum,AB030701,INV,revenue,2025,1,3,Revenue
videndum,AB030701,INV,revenue,2025,2,2,Revenue
videndum,AB030701,INV,revenue,2025,4,1,Revenue
videndum,AB030701,INV,revenue,2025,5,5,Revenue
videndum,AB030701,INV,revenue,2025,6,21,Revenue
videndum,AB030701,INV,revenue,2025,7,3,Revenue
videndum,AB030701,INV,revenue,2025,8,4,Revenue
videndum,AB030701,PKG,revenue,2020,,767,Revenue
videndum,AB030701,PKG,revenue,2021,,1155,Revenue
videndum,AB030701,PKG,revenue,2022,,790,Revenue
videndum,AB030701,PKG,revenue,2023,,295,Revenue
videndum,AB030701,PKG,revenue,2024,,272,Revenue
videndum,AB030701,PKG,revenue,2025,1,12,Revenue
videndum,AB030701,PKG,revenue,2025,2,7,Revenue
videndum,AB030701,PKG,revenue,2025,3,15,Revenue
videndum,AB030701,PKG,revenue,2025,4,7,Revenue
videndum,AB030701,PKG,revenue,2025,5,39,Revenue
videndum,AB030701,PKG,revenue,2025,6,46,Revenue
videndum,AB030701,PKG,revenue,2025,7,20,Revenue
videndum,AB030701,PKG,revenue,2025,8,10,Revenue
videndum,AB030701,PKG,revenue,2025,9,25,Revenue
videndum,AB035001,INV,revenue,2023,,6,Revenue
videndum,AB036401,INV,revenue,2020,,474,Revenue
videndum,AB036401,INV,revenue,2021,,698,Revenue
videndum,AB036401,INV,revenue,2022,,685,Revenue
videndum,AB036401,INV,revenue,2023,,517,Revenue
videndum,AB036401,INV,revenue,2024,,444,Revenue
videndum,AB036401,INV,revenue,2025,1,11,Revenue
videndum,AB036401,INV,revenue,2025,2,19,Revenue
videndum,AB036401,INV,revenue,2025,3,30,Revenue
videndum,AB036401,INV,revenue,2025,4,56,Revenue
videndum,AB036401,INV,revenue,2025,5,12,Revenue
videndum,AB036401,INV,revenue,2025,6,71,Revenue
videndum,AB036401,INV,revenue,2025,7,12,Revenue
videndum,AB036401,INV,revenue,2025,8,11,Revenue
videndum,AB036401,INV,revenue,2025,9,63,Revenue
videndum,AB036401,INV,revenue,2025,10,12,Revenue
videndum,AB040501,INV,revenue,2020,,38,Revenue
videndum,AB040501,INV,revenue,2021,,1,Revenue
videndum,AB040501,INV,revenue,2023,,5,Revenue
videndum,AB040501,PKG,revenue,2020,,365,Revenue
videndum,AB040501,PKG,revenue,2021,,27,Revenue
videndum,AB040701,INV,revenue,2020,,67,Revenue
videndum,AB040701,INV,revenue,2021,,5,Revenue
videndum,AB040701,INV,revenue,2022,,-1,Revenue
videndum,AB040701,INV,revenue,2023,,17,Revenue
videndum,AB040701,PKG,revenue,2020,,979,Revenue
videndum,AB040701,PKG,revenue,2021,,108,Revenue
videndum,AB070501,INV,revenue,2020,,95,Revenue
videndum,AB070501,INV,revenue,2021,,3,Revenue
videndum,AB070501,INV,revenue,2022,,2,Revenue
videndum,AB070501,INV,revenue,2023,,5,Revenue
videndum,AB070501,INV,revenue,2024,,2,Revenue
videndum,AB070501,PKG,revenue,2020,,622,Revenue
videndum,AB070501,PKG,revenue,2021,,17,Revenue
videndum,AB0705BW01,PKG,revenue,2020,,180,Revenue
videndum,AB070701,INV,revenue,2020,,217,Revenue
videndum,AB070701,INV,revenue,2021,,32,Revenue
videndum,AB070701,INV,revenue,2023,,16,Revenue
videndum,AB070701,INV,revenue,2024,,2,Revenue
videndum,AB070701,PKG,revenue,2020,,1417,Revenue
videndum,AB070701,PKG,revenue,2021,,88,Revenue
videndum,AB0828101,INV,revenue,2020,,27,Revenue
videndum,AB0828101,INV,revenue,2021,,36,Revenue
videndum,AB0828101,INV,revenue,2022,,65,Revenue
videndum,AB0828101,INV,revenue,2023,,43,Revenue
videndum,AB0828101,INV,revenue,2024,,27,Revenue
videndum,AB0828101,INV,revenue,2025,1,2,Revenue
videndum,AB0828101,INV,revenue,2025,2,3,Revenue
videndum,AB0828101,INV,revenue,2025,5,3,Revenue
videndum,AB0828101,INV,revenue,2025,7,2,Revenue
videndum,AB0828501,INV,revenue,2020,,44,Revenue
videndum,AB0828501,INV,revenue,2021,,78,Revenue
videndum,AB0828501,INV,revenue,2022,,120,Revenue
videndum,AB0828501,INV,revenue,2023,,63,Revenue
videndum,AB0828501,INV,revenue,2024,,85,Revenue
videndum,AB0828501,INV,revenue,2025,1,2,Revenue
videndum,AB0828501,INV,revenue,2025,2,3,Revenue
videndum,AB0828501,INV,revenue,2025,3,2,Revenue
videndum,AB0828501,INV,revenue,2025,4,6,Revenue
videndum,AB0828501,INV,revenue,2025,6,16,Revenue
videndum,AB0828501,INV,revenue,2025,7,6,Revenue
videndum,AB0828501,INV,revenue,2025,8,3,Revenue
videndum,AB0828501,INV,revenue,2025,9,9,Revenue
videndum,AB0828501,INV,revenue,2025,10,2,Revenue
videndum,AB0834901,INV,revenue,2020,,4,Revenue
videndum,AB0834901,INV,revenue,2021,,15,Revenue
videndum,AB0834901,INV,revenue,2022,,19,Revenue
videndum,AB0834901,INV,revenue,2023,,9,Revenue
videndum,AB0834901,INV,revenue,2024,,1,Revenue
videndum,AB0834901,INV,revenue,2025,4,1,Revenue
videndum,AB0834901,INV,revenue,2025,7,4,Revenue
videndum,AB0834901,INV,revenue,2025,8,1,Revenue
videndum,AB0834901,PKG,revenue,2021,,1,Revenue
videndum,AB0834901,PKG,revenue,2022,,19,Revenue
videndum,AB0834901,PKG,revenue,2023,,33,Revenue
videndum,AB0834901,PKG,revenue,2024,,41,Revenue
videndum,AB0834901,PKG,revenue,2025,1,3,Revenue
videndum,AB0834901,PKG,revenue,2025,2,8,Revenue
videndum,AB0834901,PKG,revenue,2025,3,2,Revenue
videndum,AB0834901,PKG,revenue,2025,4,4,Revenue
videndum,AB0834901,PKG,revenue,2025,5,13,Revenue
videndum,AB0834901,PKG,revenue,2025,6,21,Revenue
videndum,AB0834901,PKG,revenue,2025,7,8,Revenue
videndum,AB0834901,PKG,revenue,2025,9,7,Revenue
videndum,AB0836501,INV,revenue,2020,,9,Revenue
videndum,AB0836501,INV,revenue,2021,,43,Revenue
videndum,AB0836501,INV,revenue,2022,,22,Revenue
videndum,AB0836501,INV,revenue,2023,,27,Revenue
videndum,AB0836501,INV,revenue,2024,,23,Revenue
videndum,AB0836501,INV,revenue,2025,2,1,Revenue
videndum,AB0836501,INV,revenue,2025,4,2,Revenue
videndum,AB0836501,INV,revenue,2025,6,3,Revenue
videndum,AB0836501,INV,revenue,2025,7,2,Revenue
videndum,AB0836501,INV,revenue,2025,8,3,Revenue
videndum,AB0836501,PKG,revenue,2021,,1,Revenue
videndum,AB0836501,PKG,revenue,2022,,43,Revenue
videndum,AB0836501,PKG,revenue,2023,,36,Revenue
videndum,AB0836501,PKG,revenue,2024,,80,Revenue
videndum,AB0836501,PKG,revenue,2025,1,5,Revenue
videndum,AB0836501,PKG,revenue,2025,2,4,Revenue
videndum,AB0836501,PKG,revenue,2025,3,9,Revenue
videndum,AB0836501,PKG,revenue,2025,4,6,Revenue
videndum,AB0836501,PKG,revenue,2025,5,3,Revenue
videndum,AB0836501,PKG,revenue,2025,6,3,Revenue
videndum,AB0836501,PKG,revenue,2025,8,5,Revenue
videndum,AB0836501,PKG,revenue,2025,9,7,Revenue
videndum,AB0839501,INV,revenue,2020,,1,Revenue
videndum,AB0841401,INV,revenue,2020,,36,Revenue
videndum,AB0841401,INV,revenue,2021,,77,Revenue
videndum,AB0841401,INV,revenue,2022,,52,Revenue
videndum,AB0841401,INV,revenue,2023,,41,Revenue
videndum,AB0841401,INV,revenue,2024,,20,Revenue
videndum,AB0841401,INV,revenue,2025,1,1,Revenue
videndum,AB0841401,INV,revenue,2025,2,1,Revenue
videndum,AB0841401,INV,revenue,2025,3,1,Revenue
videndum,AB0841401,INV,revenue,2025,4,2,Revenue
videndum,AB0841401,INV,revenue,2025,5,2,Revenue
videndum,AB0841401,INV,revenue,2025,6,1,Revenue
videndum,AB0841401,INV,revenue,2025,7,3,Revenue
videndum,AB0841401,INV,revenue,2025,8,4,Revenue
videndum,AB0841401,INV,revenue,2025,9,1,Revenue
videndum,AB0841701,INV,revenue,2021,,1,Revenue
videndum,AB0842701,INV,revenue,2020,,14,Revenue
videndum,AB0842701,INV,revenue,2021,,18,Revenue
videndum,AB0842701,INV,revenue,2022,,11,Revenue
videndum,AB0842701,INV,revenue,2023,,12,Revenue
videndum,AB0842701,INV,revenue,2024,,16,Revenue
videndum,AB0842701,INV,revenue,2025,6,2,Revenue
videndum,AB0842701,INV,revenue,2025,9,2,Revenue
videndum,AB0843001,INV,revenue,2020,,6,Revenue
videndum,AB0843001,INV,revenue,2021,,10,Revenue
videndum,AB0843001,INV,revenue,2022,,15,Revenue
videndum,AB0843001,INV,revenue,2023,,6,Revenue
videndum,AB0843001,INV,revenue,2024,,7,Revenue
videndum,AB0843001,INV,revenue,2025,7,2,Revenue
videndum,AB099201,INV,revenue,2020,,3,Revenue
videndum,AB099201,INV,revenue,2021,,32,Revenue
videndum,AB099201,INV,revenue,2022,,13,Revenue
videndum,AB099201,INV,revenue,2023,,7,Revenue
videndum,AB099201,INV,revenue,2024,,15,Revenue
videndum,AB099201,INV,revenue,2025,1,2,Revenue
videndum,AB099201,INV,revenue,2025,2,2,Revenue
videndum,AB099201,INV,revenue,2025,3,-5,Revenue
videndum,AB099201,INV,revenue,2025,7,1,Revenue
videndum,AB099201,INV,revenue,2025,9,1,Revenue
videndum,AB099201,PKG,revenue,2020,,181,Revenue
videndum,AB099201,PKG,revenue,2021,,6756,Revenue
videndum,AB099201,PKG,revenue,2022,,5842,Revenue
videndum,AB099201,PKG,revenue,2023,,4452,Revenue
videndum,AB099201,PKG,revenue,2024,,4708,Revenue
videndum,AB099201,PKG,revenue,2025,1,153,Revenue
videndum,AB099201,PKG,revenue,2025,2,215,Revenue
videndum,AB099201,PKG,revenue,2025,3,162,Revenue
videndum,AB099201,PKG,revenue,2025,4,342,Revenue
videndum,AB099201,PKG,revenue,2025,5,426,Revenue
videndum,AB099201,PKG,revenue,2025,6,498,Revenue
videndum,AB099201,PKG,revenue,2025,7,156,Revenue
videndum,AB099201,PKG,revenue,2025,8,154,Revenue
videndum,AB099201,PKG,revenue,2025,9,368,Revenue
videndum,AB099201,PKG,revenue,2025,10,35,Revenue
videndum,AB0992SP01,INV,revenue,2020,,311,Revenue
videndum,AB0992SP01,INV,revenue,2021,,400,Revenue
videndum,AB0992SP01,INV,revenue,2022,,560,Revenue
videndum,AB0992SP01,INV,revenue,2023,,472,Revenue
videndum,AB0992SP01,INV,revenue,2024,,403,Revenue
videndum,AB0992SP01,INV,revenue,2025,1,25,Revenue
videndum,AB0992SP01,INV,revenue,2025,2,33,Revenue
videndum,AB0992SP01,INV,revenue,2025,3,22,Revenue
videndum,AB0992SP01,INV,revenue,2025,4,68,Revenue
videndum,AB0992SP01,INV,revenue,2025,5,47,Revenue
videndum,AB0992SP01,INV,revenue,2025,6,55,Revenue
videndum,AB0992SP01,INV,revenue,2025,7,22,Revenue
videndum,AB0992SP01,INV,revenue,2025,8,21,Revenue
videndum,AB0992SP01,INV,revenue,2025,9,27,Revenue
videndum,AB0992SP01,INV,revenue,2025,10,4,Revenue
videndum,AB0992SP01,PKG,revenue,2022,,15,Revenue
videndum,AB100101,INV,revenue,2020,,1793,Revenue
videndum,AB100101,INV,revenue,2021,,4184,Revenue
videndum,AB100101,INV,revenue,2022,,3047,Revenue
videndum,AB100101,INV,revenue,2023,,1918,Revenue
videndum,AB100101,INV,revenue,2024,,186,Revenue
videndum,AB1001BE01,INV,revenue,2020,,400,Revenue
videndum,AB1001BE01,INV,revenue,2021,,800,Revenue
videndum,AB1001BE01,INV,revenue,2022,,705,Revenue
videndum,AB1001BE01,INV,revenue,2023,,305,Revenue
videndum,AB1001BE01,INV,revenue,2024,,6,Revenue
videndum,AB1001M01,INV,revenue,2024,,1510,Revenue
videndum,AB1001M01,INV,revenue,2025,1,55,Revenue
videndum,AB1001M01,INV,revenue,2025,2,52,Revenue
videndum,AB1001M01,INV,revenue,2025,3,53,Revenue
videndum,AB1001M01,INV,revenue,2025,4,327,Revenue
videndum,AB1001M01,INV,revenue,2025,5,118,Revenue
videndum,AB1001M01,INV,revenue,2025,6,95,Revenue
videndum,AB1001M01,INV,revenue,2025,7,67,Revenue
videndum,AB1001M01,INV,revenue,2025,8,18,Revenue
videndum,AB1001M01,INV,revenue,2025,9,269,Revenue
videndum,AB1001M01,INV,revenue,2025,10,22,Revenue
videndum,AB100201,INV,revenue,2020,,2120,Revenue
videndum,AB100201,INV,revenue,2021,,4143,Revenue
videndum,AB100201,INV,revenue,2022,,3421,Revenue
videndum,AB100201,INV,revenue,2023,,1412,Revenue
videndum,AB100201,INV,revenue,2024,,220,Revenue
videndum,AB1002M01,INV,revenue,2023,,500,Revenue
videndum,AB1002M01,INV,revenue,2024,,1114,Revenue
videndum,AB1002M01,INV,revenue,2025,1,59,Revenue
videndum,AB1002M01,INV,revenue,2025,2,130,Revenue
videndum,AB1002M01,INV,revenue,2025,3,117,Revenue
videndum,AB1002M01,INV,revenue,2025,4,40,Revenue
videndum,AB1002M01,INV,revenue,2025,5,219,Revenue
videndum,AB1002M01,INV,revenue,2025,6,116,Revenue
videndum,AB1002M01,INV,revenue,2025,7,46,Revenue
videndum,AB1002M01,INV,revenue,2025,8,110,Revenue
videndum,AB1002M01,INV,revenue,2025,9,149,Revenue
videndum,AB1002M01,INV,revenue,2025,10,39,Revenue
videndum,AB100601,INV,revenue,2023,,2,Revenue
videndum,AB101101,INV,revenue,2020,,231,Revenue
videndum,AB101101,INV,revenue,2021,,298,Revenue
videndum,AB101101,INV,revenue,2022,,320,Revenue
videndum,AB101101,INV,revenue,2023,,210,Revenue
videndum,AB101101,INV,revenue,2024,,1,Revenue
videndum,AB101201,INV,revenue,2020,,145,Revenue
videndum,AB101201,INV,revenue,2021,,295,Revenue
videndum,AB101201,INV,revenue,2022,,291,Revenue
videndum,AB101201,INV,revenue,2023,,223,Revenue
videndum,AB101501,INV,revenue,2021,,14,Revenue
videndum,AB101501,INV,revenue,2022,,9,Revenue
videndum,AB101501,INV,revenue,2023,,16,Revenue
videndum,AB1015FW01,INV,revenue,2023,,4,Revenue
videndum,AB1018A01,INV,revenue,2020,,494,Revenue
videndum,AB1018A01,INV,revenue,2021,,856,Revenue
videndum,AB1018A01,INV,revenue,2022,,801,Revenue
videndum,AB1018A01,INV,revenue,2023,,715,Revenue
videndum,AB1018A01,INV,revenue,2024,,70,Revenue
videndum,AB1018AM01,INV,revenue,2024,,423,Revenue
videndum,AB1018AM01,INV,revenue,2025,1,46,Revenue
videndum,AB1018AM01,INV,revenue,2025,2,37,Revenue
videndum,AB1018AM01,INV,revenue,2025,3,18,Revenue
videndum,AB1018AM01,INV,revenue,2025,4,42,Revenue
videndum,AB1018AM01,INV,revenue,2025,5,18,Revenue
videndum,AB1018AM01,INV,revenue,2025,6,69,Revenue
videndum,AB1018AM01,INV,revenue,2025,7,28,Revenue
videndum,AB1018AM01,INV,revenue,2025,8,40,Revenue
videndum,AB1018AM01,INV,revenue,2025,9,72,Revenue
videndum,AB1018AM01,INV,revenue,2025,10,6,Revenue
videndum,AB1018C01,INV,revenue,2020,,317,Revenue
videndum,AB1018C01,INV,revenue,2021,,760,Revenue
videndum,AB1018C01,INV,revenue,2022,,854,Revenue
videndum,AB1018C01,INV,revenue,2023,,616,Revenue
videndum,AB1018C01,INV,revenue,2024,,109,Revenue
videndum,AB1018CM01,INV,revenue,2024,,510,Revenue
videndum,AB1018CM01,INV,revenue,2025,1,34,Revenue
videndum,AB1018CM01,INV,revenue,2025,2,61,Revenue
videndum,AB1018CM01,INV,revenue,2025,3,16,Revenue
videndum,AB1018CM01,INV,revenue,2025,4,55,Revenue
videndum,AB1018CM01,INV,revenue,2025,5,40,Revenue
videndum,AB1018CM01,INV,revenue,2025,6,55,Revenue
videndum,AB1018CM01,INV,revenue,2025,7,20,Revenue
videndum,AB1018CM01,INV,revenue,2025,8,18,Revenue
videndum,AB1018CM01,INV,revenue,2025,9,46,Revenue
videndum,AB1018CM01,INV,revenue,2025,10,18,Revenue
videndum,AB1019A01,INV,revenue,2020,,228,Revenue
videndum,AB1019A01,INV,revenue,2021,,536,Revenue
videndum,AB1019A01,INV,revenue,2022,,343,Revenue
videndum,AB1019A01,INV,revenue,2023,,182,Revenue
videndum,AB1019A01,INV,revenue,2024,,49,Revenue
videndum,AB1019A01,INV,revenue,2025,4,1,Revenue
videndum,AB1019AM01,INV,revenue,2024,,156,Revenue
videndum,AB1019AM01,INV,revenue,2025,1,40,Revenue
videndum,AB1019AM01,INV,revenue,2025,2,9,Revenue
videndum,AB1019AM01,INV,revenue,2025,3,32,Revenue
videndum,AB1019AM01,INV,revenue,2025,4,8,Revenue
videndum,AB1019AM01,INV,revenue,2025,5,21,Revenue
videndum,AB1019AM01,INV,revenue,2025,6,21,Revenue
videndum,AB1019AM01,INV,revenue,2025,7,15,Revenue
videndum,AB1019AM01,INV,revenue,2025,8,8,Revenue
videndum,AB1019AM01,INV,revenue,2025,9,11,Revenue
videndum,AB1019C01,INV,revenue,2020,,334,Revenue
videndum,AB1019C01,INV,revenue,2021,,468,Revenue
videndum,AB1019C01,INV,revenue,2022,,373,Revenue
videndum,AB1019C01,INV,revenue,2023,,395,Revenue
videndum,AB1019C01,INV,revenue,2024,,28,Revenue
videndum,AB1019CM01,INV,revenue,2024,,283,Revenue
videndum,AB1019CM01,INV,revenue,2025,1,14,Revenue
videndum,AB1019CM01,INV,revenue,2025,2,11,Revenue
videndum,AB1019CM01,INV,revenue,2025,3,14,Revenue
videndum,AB1019CM01,INV,revenue,2025,4,10,Revenue
videndum,AB1019CM01,INV,revenue,2025,5,28,Revenue
videndum,AB1019CM01,INV,revenue,2025,6,39,Revenue
videndum,AB1019CM01,INV,revenue,2025,7,49,Revenue
videndum,AB1019CM01,INV,revenue,2025,8,19,Revenue
videndum,AB1019CM01,INV,revenue,2025,9,12,Revenue
videndum,AB1019CM01,INV,revenue,2025,10,10,Revenue
videndum,AB102001,INV,revenue,2020,,-1,Revenue
videndum,AB102001,PKG,revenue,2020,,342,Revenue
videndum,AB102001,PKG,revenue,2021,,278,Revenue
videndum,AB102001,PKG,revenue,2022,,78,Revenue
videndum,AB102001,PKG,revenue,2023,,173,Revenue
videndum,AB102001,PKG,revenue,2024,,1,Revenue
videndum,AB1030-24601,INV,revenue,2020,,52,Revenue
videndum,AB1030-24601,INV,revenue,2021,,128,Revenue
videndum,AB1030-24601,INV,revenue,2022,,106,Revenue
videndum,AB1030-24601,INV,revenue,2023,,48,Revenue
videndum,AB1030-24601,INV,revenue,2024,,48,Revenue
videndum,AB1030-24601,INV,revenue,2025,1,3,Revenue
videndum,AB1030-24601,INV,revenue,2025,2,4,Revenue
videndum,AB1030-24601,INV,revenue,2025,3,1,Revenue
videndum,AB1030-24601,INV,revenue,2025,4,2,Revenue
videndum,AB1030-24601,INV,revenue,2025,6,3,Revenue
videndum,AB1030-24601,INV,revenue,2025,7,5,Revenue
videndum,AB1030-24601,INV,revenue,2025,8,3,Revenue
videndum,AB1030-24601,INV,revenue,2025,9,8,Revenue
videndum,AB106301,INV,revenue,2020,,46,Revenue
videndum,AB106301,INV,revenue,2021,,23,Revenue
videndum,AB106301,INV,revenue,2022,,32,Revenue
videndum,AB106301,INV,revenue,2023,,30,Revenue
videndum,AB106301,INV,revenue,2024,,16,Revenue
videndum,AB106301,INV,revenue,2025,1,1,Revenue
videndum,AB106301,INV,revenue,2025,3,1,Revenue
videndum,AB106301,INV,revenue,2025,4,3,Revenue
videndum,AB106301,INV,revenue,2025,7,2,Revenue
videndum,AB106301,INV,revenue,2025,8,5,Revenue
videndum,AB106301,INV,revenue,2025,9,2,Revenue
videndum,AB106401,INV,revenue,2020,,1064,Revenue
videndum,AB106401,INV,revenue,2021,,1479,Revenue
videndum,AB106401,INV,revenue,2022,,1500,Revenue
videndum,AB106401,INV,revenue,2023,,1356,Revenue
videndum,AB106401,INV,revenue,2024,,1225,Revenue
videndum,AB106401,INV,revenue,2025,1,19,Revenue
videndum,AB106401,INV,revenue,2025,2,32,Revenue
videndum,AB106401,INV,revenue,2025,3,56,Revenue
videndum,AB106401,INV,revenue,2025,4,167,Revenue
videndum,AB106401,INV,revenue,2025,5,51,Revenue
videndum,AB106401,INV,revenue,2025,6,148,Revenue
videndum,AB106401,INV,revenue,2025,7,12,Revenue
videndum,AB106401,INV,revenue,2025,8,19,Revenue
videndum,AB106401,INV,revenue,2025,9,59,Revenue
videndum,AB106401,INV,revenue,2025,10,15,Revenue
videndum,AB107501,INV,revenue,2020,,57,Revenue
videndum,AB107501,INV,revenue,2021,,49,Revenue
videndum,AB107501,INV,revenue,2022,,102,Revenue
videndum,AB107501,INV,revenue,2023,,33,Revenue
videndum,AB107501,INV,revenue,2024,,33,Revenue
videndum,AB107501,INV,revenue,2025,3,3,Revenue
videndum,AB107501,INV,revenue,2025,6,14,Revenue
videndum,AB107501,INV,revenue,2025,7,5,Revenue
videndum,AB107501,INV,revenue,2025,8,4,Revenue
videndum,AB107501,INV,revenue,2025,9,2,Revenue
videndum,AB107501,PKG,revenue,2022,,209,Revenue
videndum,AB107501,PKG,revenue,2023,,11,Revenue
videndum,AB109101,INV,revenue,2020,,86,Revenue
videndum,AB109101,INV,revenue,2021,,67,Revenue
videndum,AB109101,INV,revenue,2022,,61,Revenue
videndum,AB109101,INV,revenue,2023,,84,Revenue
videndum,AB109101,INV,revenue,2024,,40,Revenue
videndum,AB109101,INV,revenue,2025,2,7,Revenue
videndum,AB109101,INV,revenue,2025,5,1,Revenue
videndum,AB109101,INV,revenue,2025,6,2,Revenue
videndum,AB109101,INV,revenue,2025,7,1,Revenue
videndum,AB109101,INV,revenue,2025,8,9,Revenue
videndum,AB109101,INV,revenue,2025,9,4,Revenue
videndum,AB109101,INV,revenue,2025,10,2,Revenue
videndum,AB116401,INV,revenue,2020,,3,Revenue
videndum,AB116401,INV,revenue,2021,,22,Revenue
videndum,AB116401,INV,revenue,2022,,26,Revenue
videndum,AB116401,INV,revenue,2023,,12,Revenue
videndum,AB116401,INV,revenue,2024,,27,Revenue
videndum,AB116401,INV,revenue,2025,1,5,Revenue
videndum,AB116401,INV,revenue,2025,2,1,Revenue
videndum,AB116401,INV,revenue,2025,3,1,Revenue
videndum,AB116401,INV,revenue,2025,4,2,Revenue
videndum,AB116401,INV,revenue,2025,5,1,Revenue
videndum,AB116401,INV,revenue,2025,6,5,Revenue
videndum,AB116401,INV,revenue,2025,7,7,Revenue
videndum,AB116401,INV,revenue,2025,8,2,Revenue
videndum,AB120501,INV,revenue,2020,,79,Revenue
videndum,AB120501,INV,revenue,2021,,100,Revenue
videndum,AB120501,INV,revenue,2022,,16,Revenue
videndum,AB120501,PKG,revenue,2020,,122,Revenue
videndum,AB120501,PKG,revenue,2021,,119,Revenue
videndum,AB120501,PKG,revenue,2022,,30,Revenue
videndum,AB130-506101,INV,revenue,2020,,14,Revenue
videndum,AB130-506101,INV,revenue,2021,,10,Revenue
videndum,AB130-506101,INV,revenue,2022,,2,Revenue
videndum,AB14360001,INV,revenue,2023,,31,Revenue
videndum,AB14360001,INV,revenue,2024,,82,Revenue
videndum,AB14360001,INV,revenue,2025,2,5,Revenue
videndum,AB14370001,INV,revenue,2023,,13,Revenue
videndum,AB14370001,INV,revenue,2024,,21,Revenue
videndum,AB14380001,INV,revenue,2024,,13,Revenue
videndum,AB14380001,INV,revenue,2025,1,3,Revenue
videndum,AB14380001,INV,revenue,2025,6,2,Revenue
videndum,AB14410001,INV,revenue,2023,,28,Revenue
videndum,AB14410001,INV,revenue,2024,,151,Revenue
videndum,AB14460001,INV,revenue,2024,,1,Revenue
videndum,AB146401,INV,revenue,2020,,92,Revenue
videndum,AB146401,INV,revenue,2021,,131,Revenue
videndum,AB146401,INV,revenue,2022,,116,Revenue
videndum,AB146401,INV,revenue,2023,,99,Revenue
videndum,AB146401,INV,revenue,2024,,146,Revenue
videndum,AB146401,INV,revenue,2025,1,1,Revenue
videndum,AB146401,INV,revenue,2025,3,12,Revenue
videndum,AB146401,INV,revenue,2025,4,31,Revenue
videndum,AB146401,INV,revenue,2025,5,1,Revenue
videndum,AB146401,INV,revenue,2025,6,26,Revenue
videndum,AB146401,INV,revenue,2025,7,3,Revenue
videndum,AB146401,INV,revenue,2025,8,2,Revenue
videndum,AB146401,INV,revenue,2025,9,11,Revenue
videndum,AB146401,INV,revenue,2025,10,1,Revenue
videndum,AB15020001,INV,revenue,2023,,23,Revenue
videndum,AB15020001,INV,revenue,2024,,157,Revenue
videndum,AB15020001,INV,revenue,2025,4,18,Revenue
videndum,AB15020001,INV,revenue,2025,5,15,Revenue
videndum,AB15020001,INV,revenue,2025,7,15,Revenue
videndum,AB150501,INV,revenue,2020,,55,Revenue
videndum,AB150501,INV,revenue,2021,,96,Revenue
videndum,AB150501,INV,revenue,2022,,32,Revenue
videndum,AB150501,INV,revenue,2025,4,1,Revenue
videndum,AB150501,PKG,revenue,2020,,186,Revenue
videndum,AB150501,PKG,revenue,2021,,168,Revenue
videndum,AB150501,PKG,revenue,2022,,42,Revenue
videndum,AB15060001,INV,revenue,2024,,12,Revenue
videndum,AB15060001,INV,revenue,2025,3,5,Revenue
videndum,AB15060001,INV,revenue,2025,4,5,Revenue
videndum,AB15080001,INV,revenue,2025,5,10,Revenue
videndum,AB15080001,INV,revenue,2025,6,32,Revenue
videndum,AB15080001,INV,revenue,2025,7,18,Revenue
videndum,AB15080001,INV,revenue,2025,9,-50,Revenue
videndum,AB15090001,INV,revenue,2024,,19,Revenue
videndum,AB15090001,INV,revenue,2025,1,1,Revenue
videndum,AB15090001,INV,revenue,2025,2,1,Revenue
