tenant_id,part_number,catalog_type,metric_type,year,month,quantity,source_sheet
videndum,ABC1268-000101,INV,revenue,2022,,35,Revenue
videndum,ABC1268-000101,INV,revenue,2023,,14,Revenue
videndum,ABC1268-000101,INV,revenue,2024,,14,Revenue
videndum,ABC1268-000101,INV,revenue,2025,2,2,Revenue
videndum,ABC1268-000101,INV,revenue,2025,3,1,Revenue
videndum,ABC1268-000101,INV,revenue,2025,4,3,Revenue
videndum,ABC1268-000101,INV,revenue,2025,9,1,Revenue
videndum,ABC1268-000101,PKG,revenue,2024,,44,Revenue
videndum,ABC1268-000101,PKG,revenue,2025,1,6,Revenue
videndum,ABC1268-000101,PKG,revenue,2025,3,2,Revenue
videndum,ABC1268-000101,PKG,revenue,2025,4,2,Revenue
videndum,ABC1268-000101,PKG,revenue,2025,5,4,Revenue
videndum,ABC1268-000101,PKG,revenue,2025,6,8,Revenue
videndum,ABC1268-000101,PKG,revenue,2025,7,2,Revenue
videndum,ABC1268-000101,PKG,revenue,2025,8,9,Revenue
videndum,ABC1268-000101,PKG,revenue,2025,9,18,Revenue
videndum,ABC1275-000201,INV,revenue,2025,6,1,Revenue
videndum,ABC1275-000201,INV,revenue,2025,7,1,Revenue
videndum,ABC1275-000201,INV,revenue,2025,10,-5,Revenue
videndum,ABC1275-000201,PKG,revenue,2024,,35,Revenue
videndum,ABC1275-000201,PKG,revenue,2025,1,1,Revenue
videndum,ABC1275-000201,PKG,revenue,2025,2,2,Revenue
videndum,ABC1275-000201,PKG,revenue,2025,3,11,Revenue
videndum,ABC1275-000201,PKG,revenue,2025,4,7,Revenue
videndum,ABC1275-000201,PKG,revenue,2025,5,11,Revenue
videndum,ABC1275-000201,PKG,revenue,2025,6,7,Revenue
videndum,ABC1275-000201,PKG,revenue,2025,7,4,Revenue
videndum,ABC1275-000201,PKG,revenue,2025,8,2,Revenue
videndum,ABC1275-000201,PKG,revenue,2025,9,10,Revenue
videndum,ABC1275-000701,INV,revenue,2025,10,-5,Revenue
videndum,ABC1275-000701,PKG,revenue,2024,,35,Revenue
videndum,ABC1275-000701,PKG,revenue,2025,1,1,Revenue
videndum,ABC1275-000701,PKG,revenue,2025,2,2,Revenue
videndum,ABC1275-000701,PKG,revenue,2025,3,11,Revenue
videndum,ABC1275-000701,PKG,revenue,2025,4,7,Revenue
videndum,ABC1275-000701,PKG,revenue,2025,5,11,Revenue
videndum,ABC1275-000701,PKG,revenue,2025,6,7,Revenue
videndum,ABC1275-000701,PKG,revenue,2025,7,4,Revenue
videndum,ABC1275-000701,PKG,revenue,2025,8,2,Revenue
videndum,ABC1275-000701,PKG,revenue,2025,9,10,Revenue
videndum,ABC1275-101001,INV,revenue,2024,,8,Revenue
videndum,ABC1275-101001,INV,revenue,2025,1,1,Revenue
videndum,ABC1275-101001,INV,revenue,2025,3,5,Revenue
videndum,ABC1275-101001,INV,revenue,2025,4,1,Revenue
videndum,ABC1275-101001,INV,revenue,2025,7,3,Revenue
videndum,ABC1275-101001,INV,revenue,2025,8,3,Revenue
videndum,ABC1504-100001,INV,revenue,2020,,188,Revenue
videndum,ABC1504-100001,INV,revenue,2021,,238,Revenue
videndum,ABC1504-100001,INV,revenue,2022,,283,Revenue
videndum,ABC1504-100001,INV,revenue,2023,,136,Revenue
videndum,ABC1504-100001,INV,revenue,2024,,120,Revenue
videndum,ABC1504-100001,INV,revenue,2025,1,2,Revenue
videndum,ABC1504-100001,INV,revenue,2025,2,1,Revenue
videndum,ABC1504-100001,INV,revenue,2025,3,5,Revenue
videndum,ABC1504-100001,INV,revenue,2025,4,3,Revenue
videndum,ABC1504-100001,INV,revenue,2025,5,9,Revenue
videndum,ABC1504-100001,INV,revenue,2025,6,7,Revenue
videndum,ABC1504-100001,INV,revenue,2025,8,5,Revenue
videndum,ABC1504-100001,INV,revenue,2025,9,8,Revenue
videndum,ABCAB-EXT/USB01,INV,revenue,2020,,8,Revenue
videndum,ABCAB-EXT/USB01,INV,revenue,2021,,14,Revenue
videndum,ABCAB-EXT/USB01,INV,revenue,2022,,4,Revenue
videndum,ABCAB-EXT/USB01,INV,revenue,2023,,5,Revenue
videndum,ABCAB-MAINS01,INV,revenue,2020,,-1,Revenue
videndum,ABCAB-MAINS01,PKG,revenue,2020,,100,Revenue
videndum,ABCAB-MAINS01,PKG,revenue,2021,,167,Revenue
videndum,ABCAB-MAINS01,PKG,revenue,2022,,126,Revenue
videndum,ABCAB-MAINS01,PKG,revenue,2023,,17,Revenue
videndum,ABCAB-MAINS01,PKG,revenue,2024,,3,Revenue
videndum,ABCAB-MAINS01,PKG,revenue,2025,9,1,Revenue
videndum,ABCAB-PSU/00101,INV,revenue,2020,,4,Revenue
videndum,ABCAB-PSU/00101,INV,revenue,2023,,1,Revenue
videndum,ABCAB-PSU/00201,INV,revenue,2020,,1,Revenue
videndum,ABCAB-PSU/00201,INV,revenue,2022,,-1,Revenue
videndum,ABCAB-PSU/00201,PKG,revenue,2020,,42,Revenue
videndum,ABCAB-PSU/00201,PKG,revenue,2021,,52,Revenue
videndum,ABCAB-PSU/00201,PKG,revenue,2022,,24,Revenue
videndum,ABCAB-QBOX/00101,INV,revenue,2020,,-5,Revenue
videndum,ABCAB-QBOX/00101,INV,revenue,2021,,3,Revenue
videndum,ABCAB-QBOX/00101,INV,revenue,2022,,-2,Revenue
videndum,ABCAB-QBOX/00101,PKG,revenue,2020,,28,Revenue
videndum,ABCAB-QBOX/00101,PKG,revenue,2021,,28,Revenue
videndum,ABCAB-QBOX/00101,PKG,revenue,2022,,24,Revenue
videndum,ABCAB-QBOX/00101,PKG,revenue,2023,,13,Revenue
videndum,ABCAB-QBOX/00101,PKG,revenue,2024,,4,Revenue
videndum,ABCAB-VGA/00101,INV,revenue,2020,,-4,Revenue
videndum,ABCAB-VGA/00101,INV,revenue,2021,,-1,Revenue
videndum,ABCAB-VGA/00101,INV,revenue,2022,,-5,Revenue
videndum,ABCAB-VGA/00101,INV,revenue,2023,,-4,Revenue
videndum,ABCAB-VGA/00101,PKG,revenue,2020,,299,Revenue
videndum,ABCAB-VGA/00101,PKG,revenue,2021,,470,Revenue
videndum,ABCAB-VGA/00101,PKG,revenue,2022,,295,Revenue
videndum,ABCAB-VGA/00101,PKG,revenue,2023,,50,Revenue
videndum,ABCAB-VGA/00101,PKG,revenue,2024,,5,Revenue
videndum,ABCAB-VGA/00101,PKG,revenue,2025,1,1,Revenue
videndum,ABCAB-VGA/00101,PKG,revenue,2025,9,1,Revenue
videndum,ABCAB-VGA/00501,INV,revenue,2022,,-2,Revenue
videndum,ABCAB-VGA/00501,PKG,revenue,2020,,4,Revenue
videndum,ABCAB-VGA/00501,PKG,revenue,2021,,8,Revenue
videndum,ABCAB-VGA/00501,PKG,revenue,2022,,6,Revenue
videndum,ABCAS-ESPM/00301,INV,revenue,2020,,1,Revenue
videndum,ABCAS-ESPM/00301,INV,revenue,2021,,3,Revenue
videndum,ABCAS-ESPM/00301,INV,revenue,2022,,4,Revenue
videndum,ABCAS-ESPM/00301,INV,revenue,2023,,4,Revenue
videndum,ABCAS-ESPM/00301,INV,revenue,2024,,-1,Revenue
videndum,ABCAS-ESPM/00301,PKG,revenue,2020,,2,Revenue
videndum,ABCAS-ESPM/00301,PKG,revenue,2022,,2,Revenue
videndum,ABCAS-ESPM/00301,PKG,revenue,2023,,10,Revenue
videndum,ABCAS-ESPM/00301,PKG,revenue,2024,,10,Revenue
videndum,ABCAS-ESPM/00301,PKG,revenue,2025,1,2,Revenue
videndum,ABCAS-ESPM/00301,PKG,revenue,2025,2,1,Revenue
videndum,ABCAS-ESPM/00301,PKG,revenue,2025,4,1,Revenue
videndum,ABCAS-ESPM/00301,PKG,revenue,2025,8,1,Revenue
videndum,ABCAS-ESPM/00301,PKG,revenue,2025,9,6,Revenue
videndum,ABCAS-LWA01,INV,revenue,2020,,1,Revenue
videndum,ABCAS-LWA01,INV,revenue,2021,,1,Revenue
videndum,ABCAS-MWA01,INV,revenue,2020,,1,Revenue
videndum,ABCAS-MWA01,INV,revenue,2021,,1,Revenue
videndum,ABCAS-SSP10/DSLR01,PKG,revenue,2020,,2,Revenue
videndum,ABCAS-SSP10/DSLR01,PKG,revenue,2021,,3,Revenue
videndum,ABCAS-SSP10/DSLR01,PKG,revenue,2022,,1,Revenue
videndum,ABCAS-SSP10B01,INV,revenue,2020,,3,Revenue
videndum,ABCAS-SSP10B01,INV,revenue,2021,,9,Revenue
videndum,ABCAS-SSP10B01,INV,revenue,2022,,7,Revenue
videndum,ABCAS-SSP10B01,INV,revenue,2023,,3,Revenue
videndum,ABCAS-SSP10B01,INV,revenue,2024,,1,Revenue
videndum,ABCAS-SSP10B01,PKG,revenue,2020,,48,Revenue
videndum,ABCAS-SSP10B01,PKG,revenue,2021,,53,Revenue
videndum,ABCAS-SSP10B01,PKG,revenue,2022,,32,Revenue
videndum,ABCAS-SSP10B01,PKG,revenue,2023,,2,Revenue
videndum,ABCAS-SSP17/L01,INV,revenue,2020,,30,Revenue
videndum,ABCAS-SSP17/L01,INV,revenue,2021,,40,Revenue
videndum,ABCAS-SSP17/L01,INV,revenue,2022,,27,Revenue
videndum,ABCAS-SSP17/L01,INV,revenue,2023,,13,Revenue
videndum,ABCAS-SSP17/L01,INV,revenue,2024,,2,Revenue
videndum,ABCAS-SSP17/L01,INV,revenue,2025,7,1,Revenue
videndum,ABCAS-SSP17/L01,PKG,revenue,2020,,61,Revenue
videndum,ABCAS-SSP17/L01,PKG,revenue,2021,,64,Revenue
videndum,ABCAS-SSP17/L01,PKG,revenue,2022,,48,Revenue
videndum,ABCAS-SSP17/L01,PKG,revenue,2023,,11,Revenue
videndum,ABCLOCKPLUS-E01,INV,revenue,2020,,3,Revenue
videndum,ABCLOCKPLUS-E01,INV,revenue,2021,,3,Revenue
videndum,ABCON-2B/USB01,INV,revenue,2020,,14,Revenue
videndum,ABCON-2B/USB01,INV,revenue,2021,,15,Revenue
videndum,ABCON-2B/USB01,INV,revenue,2022,,18,Revenue
videndum,ABCON-2B/USB01,INV,revenue,2023,,17,Revenue
videndum,ABCON-2B/USB01,INV,revenue,2024,,5,Revenue
videndum,ABCON-2B/USB01,INV,revenue,2025,1,1,Revenue
videndum,ABCON-2B/USB01,INV,revenue,2025,2,1,Revenue
videndum,ABCON-2B/USB01,INV,revenue,2025,3,1,Revenue
videndum,ABCON-2B/USB01,PKG,revenue,2020,,26,Revenue
videndum,ABCON-2B/USB01,PKG,revenue,2021,,24,Revenue
videndum,ABCON-2B/USB01,PKG,revenue,2022,,20,Revenue
videndum,ABCON-2B/USB01,PKG,revenue,2023,,13,Revenue
videndum,ABCON-FC/SERIAL01,INV,revenue,2020,,2,Revenue
videndum,ABCON-FC/USB/00101,INV,revenue,2020,,44,Revenue
videndum,ABCON-FC/USB/00101,INV,revenue,2021,,44,Revenue
videndum,ABCON-FC/USB/00101,INV,revenue,2022,,36,Revenue
videndum,ABCON-FC/USB/00101,INV,revenue,2023,,25,Revenue
videndum,ABCON-FC/USB/00101,INV,revenue,2024,,41,Revenue
videndum,ABCON-FC/USB/00101,INV,revenue,2025,1,3,Revenue
videndum,ABCON-FC/USB/00101,INV,revenue,2025,2,1,Revenue
videndum,ABCON-FC/USB/00101,INV,revenue,2025,3,2,Revenue
videndum,ABCON-FC/USB/00101,INV,revenue,2025,5,3,Revenue
videndum,ABCON-FC/USB/00101,INV,revenue,2025,6,2,Revenue
videndum,ABCON-FC/USB/00101,INV,revenue,2025,7,2,Revenue
videndum,ABCON-FC/WIRELESS01,INV,revenue,2020,,12,Revenue
videndum,ABCON-FC/WIRELESS01,INV,revenue,2021,,35,Revenue
videndum,ABCON-FC/WIRELESS01,INV,revenue,2022,,6,Revenue
videndum,ABCON-FC/WIRELESS01,INV,revenue,2023,,3,Revenue
videndum,ABCON-FC/WIRELESS01,INV,revenue,2024,,3,Revenue
videndum,ABCON-FC/WIRELESS01,PKG,revenue,2020,,14,Revenue
videndum,ABCON-FC/WIRELESS01,PKG,revenue,2021,,7,Revenue
videndum,ABCON-FC/WIRELESS01,PKG,revenue,2022,,10,Revenue
videndum,ABCON-FC/WIRELESS01,PKG,revenue,2023,,9,Revenue
videndum,ABCON-FC/WIRELESS01,PKG,revenue,2024,,2,Revenue
videndum,ABCON-FC/WIRELESS01,PKG,revenue,2025,3,2,Revenue
videndum,ABCON-IPAD01,INV,revenue,2020,,144,Revenue
videndum,ABCON-IPAD01,INV,revenue,2021,,91,Revenue
videndum,ABCON-IPAD01,INV,revenue,2022,,66,Revenue
videndum,ABCON-IPAD01,INV,revenue,2023,,31,Revenue
videndum,ABCON-IPAD01,INV,revenue,2024,,1,Revenue
videndum,ABCON-IPAD01,PKG,revenue,2020,,27,Revenue
videndum,ABCON-IPAD01,PKG,revenue,2021,,36,Revenue
videndum,ABCON-IPAD01,PKG,revenue,2022,,25,Revenue
videndum,ABCON-IPAD01,PKG,revenue,2023,,2,Revenue
videndum,ABCON-IPAD/BLUETOOTH01,INV,revenue,2020,,19,Revenue
videndum,ABCON-IPAD/BLUETOOTH01,INV,revenue,2021,,28,Revenue
videndum,ABCON-IPAD/BLUETOOTH01,INV,revenue,2022,,3,Revenue
videndum,ABCON-IPAD/BLUETOOTH01,INV,revenue,2023,,5,Revenue
videndum,ABCON-IPAD/BLUETOOTH01,INV,revenue,2024,,5,Revenue
videndum,ABCON-IPAD/BLUETOOTH01,INV,revenue,2025,8,1,Revenue
videndum,ABCON-IPAD/BLUETOOTH01,PKG,revenue,2020,,23,Revenue
videndum,ABCON-IPAD/BLUETOOTH01,PKG,revenue,2021,,26,Revenue
videndum,ABCON-IPAD/BLUETOOTH01,PKG,revenue,2022,,8,Revenue
videndum,ABCON-IPAD/BLUETOOTH01,PKG,revenue,2023,,1,Revenue
videndum,ABCON-MB/USB01,INV,revenue,2020,,18,Revenue
videndum,ABCON-MB/USB01,INV,revenue,2021,,13,Revenue
videndum,ABCON-MB/USB01,INV,revenue,2022,,8,Revenue
videndum,ABCON-MB/USB01,INV,revenue,2023,,12,Revenue
videndum,ABCON-MB/USB01,PKG,revenue,2020,,14,Revenue
videndum,ABCON-MB/USB01,PKG,revenue,2021,,13,Revenue
videndum,ABCON-MB/USB01,PKG,revenue,2022,,9,Revenue
videndum,ABCON-MB/USB01,PKG,revenue,2023,,4,Revenue
videndum,ABCON-MULTI/BOX01,INV,revenue,2020,,1,Revenue
videndum,ABCON-MULTI/USB01,INV,revenue,2020,,-1,Revenue
videndum,ABCON-SE01,INV,revenue,2020,,161,Revenue
videndum,ABCON-SE01,INV,revenue,2021,,295,Revenue
videndum,ABCON-SE01,INV,revenue,2022,,177,Revenue
videndum,ABCON-SE01,INV,revenue,2023,,202,Revenue
videndum,ABCON-SE01,INV,revenue,2024,,127,Revenue
videndum,ABCON-SE01,INV,revenue,2025,1,6,Revenue
videndum,ABCON-SE01,INV,revenue,2025,2,4,Revenue
videndum,ABCON-SE01,INV,revenue,2025,3,7,Revenue
videndum,ABCON-SE01,INV,revenue,2025,4,9,Revenue
videndum,ABCON-SE01,INV,revenue,2025,5,11,Revenue
videndum,ABCON-SE01,INV,revenue,2025,6,12,Revenue
videndum,ABCON-SE01,INV,revenue,2025,7,6,Revenue
videndum,ABCON-SE01,INV,revenue,2025,8,7,Revenue
videndum,ABCON-SE01,INV,revenue,2025,9,4,Revenue
videndum,ABCON-SE01,PKG,revenue,2020,,100,Revenue
videndum,ABCON-SE01,PKG,revenue,2021,,118,Revenue
videndum,ABCON-SE01,PKG,revenue,2022,,84,Revenue
videndum,ABCON-SE01,PKG,revenue,2023,,29,Revenue
videndum,ABCON-SE01,PKG,revenue,2024,,10,Revenue
videndum,ABCON-SE01,PKG,revenue,2025,1,2,Revenue
videndum,ABCON-SE01,PKG,revenue,2025,2,1,Revenue
videndum,ABCON-SE01,PKG,revenue,2025,4,1,Revenue
videndum,ABCON-SE01,PKG,revenue,2025,8,1,Revenue
videndum,ABCON-SE01,PKG,revenue,2025,9,6,Revenue
videndum,ABCON-SP01,INV,revenue,2020,,8,Revenue
videndum,ABCON-SP01,INV,revenue,2021,,14,Revenue
videndum,ABCON-SP01,INV,revenue,2022,,8,Revenue
videndum,ABCON-SP01,INV,revenue,2023,,4,Revenue
videndum,ABCON-SP01,INV,revenue,2024,,6,Revenue
videndum,ABCON-SP01,PKG,revenue,2020,,14,Revenue
videndum,ABCON-SP01,PKG,revenue,2021,,15,Revenue
videndum,ABCON-SP01,PKG,revenue,2022,,15,Revenue
videndum,ABCON-SP01,PKG,revenue,2023,,9,Revenue
videndum,ABCON-SP01,PKG,revenue,2024,,4,Revenue
videndum,ABCON-WI01,INV,revenue,2020,,126,Revenue
videndum,ABCON-WI01,INV,revenue,2021,,125,Revenue
videndum,ABCON-WI01,INV,revenue,2022,,102,Revenue
videndum,ABCON-WI01,INV,revenue,2023,,70,Revenue
videndum,ABCON-WI01,INV,revenue,2024,,86,Revenue
videndum,ABCON-WI01,INV,revenue,2025,1,11,Revenue
videndum,ABCON-WI01,INV,revenue,2025,4,2,Revenue
videndum,ABCON-WI01,INV,revenue,2025,6,16,Revenue
videndum,ABCON-WI01,INV,revenue,2025,9,12,Revenue
videndum,ABCUE-DIGITALCUE01,INV,revenue,2020,,19,Revenue
videndum,ABCUE-DIGITALCUE01,INV,revenue,2021,,23,Revenue
videndum,ABCUE-DIGITALCUE01,INV,revenue,2022,,22,Revenue
videndum,ABCUE-DIGITALCUE01,INV,revenue,2023,,14,Revenue
videndum,ABCUE-DIGITALCUE01,INV,revenue,2024,,6,Revenue
videndum,ABCUE-MINI01,INV,revenue,2020,,5,Revenue
videndum,ABCUE-MINI01,INV,revenue,2022,,3,Revenue
videndum,ABCUE-SEN01,INV,revenue,2020,,18,Revenue
videndum,ABCUE-SEN01,INV,revenue,2021,,9,Revenue
videndum,ABCUE-SEN01,INV,revenue,2022,,11,Revenue
videndum,ABCUE-SEN01,INV,revenue,2024,,2,Revenue
videndum,ABD200001,INV,revenue,2020,,2,Revenue
videndum,ABD200-20301,INV,revenue,2020,,-1,Revenue
videndum,ABD200-20301,PKG,revenue,2020,,9,Revenue
videndum,ABD200-20301,PKG,revenue,2021,,16,Revenue
videndum,ABD200-20301,PKG,revenue,2022,,7,Revenue
videndum,ABD200-20301,PKG,revenue,2023,,2,Revenue
videndum,ABDN-PLUG01,INV,revenue,2020,,1,Revenue
videndum,ABDN-PLUG01,INV,revenue,2022,,-1,Revenue
videndum,ABDN-PLUG01,INV,revenue,2023,,1,Revenue
videndum,ABDN-PLUG01,PKG,revenue,2020,,2,Revenue
videndum,ABDN-PLUG01,PKG,revenue,2021,,4,Revenue
videndum,ABDN-PLUG01,PKG,revenue,2022,,3,Revenue
videndum,ABDN-VGA/00201,INV,revenue,2020,,3,Revenue
videndum,ABDN-VGA/00201,INV,revenue,2022,,-1,Revenue
videndum,ABDN-VGA/00201,INV,revenue,2023,,1,Revenue
videndum,ABDN-VGA/00201,INV,revenue,2025,2,1,Revenue
videndum,ABDN-VGA/00201,PKG,revenue,2020,,2,Revenue
videndum,ABDN-VGA/00201,PKG,revenue,2021,,4,Revenue
videndum,ABDN-VGA/00201,PKG,revenue,2022,,3,Revenue
videndum,ABDN-VGA/00301,INV,revenue,2021,,1,Revenue
videndum,ABDN-VGA/00301,PKG,revenue,2020,,2,Revenue
videndum,ABDN-VGA/00301,PKG,revenue,2021,,1,Revenue
videndum,ABDN-VGA/00301,PKG,revenue,2022,,2,Revenue
videndum,ABEPIC19R-SDI2-ME01,INV,revenue,2025,1,1,Revenue
videndum,ABESP-GLASS/00101,INV,revenue,2020,,2,Revenue
videndum,ABESP-GLASS/00101,INV,revenue,2021,,5,Revenue
videndum,ABESP-GLASS/00101,INV,revenue,2022,,5,Revenue
videndum,ABESP-GLASS/00101,INV,revenue,2023,,7,Revenue
videndum,ABESP-GLASS/00101,INV,revenue,2024,,-2,Revenue
videndum,ABESP-GLASS/00101,PKG,revenue,2020,,36,Revenue
videndum,ABESP-GLASS/00101,PKG,revenue,2021,,56,Revenue
videndum,ABESP-GLASS/00101,PKG,revenue,2022,,64,Revenue
videndum,ABESP-GLASS/00101,PKG,revenue,2023,,53,Revenue
videndum,ABESP-GLASS/00101,PKG,revenue,2024,,21,Revenue
videndum,ABESP-GLASS/00101,PKG,revenue,2025,1,4,Revenue
videndum,ABESP-GLASS/00101,PKG,revenue,2025,2,2,Revenue
videndum,ABESP-MAN/01101,INV,revenue,2022,,-1,Revenue
videndum,ABESP-MAN/01101,INV,revenue,2023,,1,Revenue
videndum,ABESP-MAN/01101,INV,revenue,2024,,-2,Revenue
videndum,ABESP-MAN/01101,PKG,revenue,2020,,36,Revenue
videndum,ABESP-MAN/01101,PKG,revenue,2021,,57,Revenue
videndum,ABESP-MAN/01101,PKG,revenue,2022,,64,Revenue
videndum,ABESP-MAN/01101,PKG,revenue,2023,,53,Revenue
videndum,ABESP-MAN/01101,PKG,revenue,2024,,21,Revenue
videndum,ABESP-MAN/01101,PKG,revenue,2025,1,4,Revenue
videndum,ABESP-MAN/01101,PKG,revenue,2025,2,2,Revenue
videndum,ABESP-MAN/01101,PKG,revenue,2025,4,2,Revenue
videndum,ABESP-MAN/01101,PKG,revenue,2025,8,2,Revenue
videndum,ABESP-MAN/01101,PKG,revenue,2025,9,12,Revenue
videndum,ABESP-MAN/01201,INV,revenue,2022,,-1,Revenue
videndum,ABESP-MAN/01201,INV,revenue,2023,,1,Revenue
videndum,ABESP-MAN/01201,INV,revenue,2024,,-2,Revenue
videndum,ABESP-MAN/01201,PKG,revenue,2020,,36,Revenue
videndum,ABESP-MAN/01201,PKG,revenue,2021,,57,Revenue
videndum,ABESP-MAN/01201,PKG,revenue,2022,,64,Revenue
videndum,ABESP-MAN/01201,PKG,revenue,2023,,53,Revenue
videndum,ABESP-MAN/01201,PKG,revenue,2024,,21,Revenue
videndum,ABESP-MAN/01201,PKG,revenue,2025,1,4,Revenue
videndum,ABESP-MAN/01201,PKG,revenue,2025,2,2,Revenue
videndum,ABESP-MAN/01201,PKG,revenue,2025,4,2,Revenue
videndum,ABESP-MAN/01201,PKG,revenue,2025,8,2,Revenue
videndum,ABESP-MAN/01201,PKG,revenue,2025,9,12,Revenue
videndum,ABF205601,INV,revenue,2023,,1,Revenue
videndum,ABFH-SE01,PKG,revenue,2020,,10,Revenue
videndum,ABFH-SE01,PKG,revenue,2021,,1,Revenue
videndum,ABFH-SE01,PKG,revenue,2022,,2,Revenue
videndum,ABFH-XWE01,INV,revenue,2021,,4,Revenue
videndum,ABFH-XWE01,INV,revenue,2024,,-1,Revenue
videndum,ABFH-XWE01,PKG,revenue,2020,,73,Revenue
videndum,ABFH-XWE01,PKG,revenue,2021,,74,Revenue
videndum,ABFH-XWE01,PKG,revenue,2022,,168,Revenue
videndum,ABFH-XWE01,PKG,revenue,2023,,80,Revenue
videndum,ABFH-XWE01,PKG,revenue,2024,,95,Revenue
videndum,ABFH-XWE01,PKG,revenue,2025,1,11,Revenue
videndum,ABFH-XWE01,PKG,revenue,2025,2,7,Revenue
videndum,ABFH-XWE01,PKG,revenue,2025,3,3,Revenue
videndum,ABFH-XWE01,PKG,revenue,2025,5,24,Revenue
videndum,ABFH-XWE01,PKG,revenue,2025,6,18,Revenue
videndum,ABFH-XWE01,PKG,revenue,2025,7,4,Revenue
videndum,ABFH-XWE01,PKG,revenue,2025,8,7,Revenue
videndum,ABFH-XWE01,PKG,revenue,2025,9,1,Revenue
videndum,ABFH-XWE01,PKG,revenue,2025,10,1,Revenue
videndum,ABG452-04401,INV,revenue,2020,,12,Revenue
videndum,ABG452-04401,INV,revenue,2021,,8,Revenue
videndum,ABG452-04401,INV,revenue,2022,,9,Revenue
videndum,ABG452-04401,PKG,revenue,2020,,9,Revenue
videndum,ABG452-04401,PKG,revenue,2021,,16,Revenue
videndum,ABG452-04401,PKG,revenue,2022,,7,Revenue
videndum,ABG452-04401,PKG,revenue,2023,,2,Revenue
videndum,ABGL-ESP01,INV,revenue,2020,,35,Revenue
videndum,ABGL-ESP01,INV,revenue,2021,,35,Revenue
videndum,ABGL-ESP01,INV,revenue,2022,,18,Revenue
videndum,ABGL-ESP01,INV,revenue,2023,,49,Revenue
videndum,ABGL-ESP01,INV,revenue,2024,,6,Revenue
videndum,ABGL-ESP01,INV,revenue,2025,1,1,Revenue
videndum,ABGL-ESP01,INV,revenue,2025,2,2,Revenue
videndum,ABGL-ESP01,INV,revenue,2025,3,1,Revenue
videndum,ABGL-ESP01,INV,revenue,2025,4,2,Revenue
videndum,ABGL-ESP01,INV,revenue,2025,5,1,Revenue
videndum,ABGL-ESP01,INV,revenue,2025,9,1,Revenue
videndum,ABGL-ESP01,PKG,revenue,2020,,46,Revenue
videndum,ABGL-ESP01,PKG,revenue,2021,,63,Revenue
videndum,ABGL-ESP01,PKG,revenue,2022,,80,Revenue
videndum,ABGL-ESP01,PKG,revenue,2023,,82,Revenue
videndum,ABGL-ESP01,PKG,revenue,2024,,31,Revenue
videndum,ABGL-ESP01,PKG,revenue,2025,1,6,Revenue
videndum,ABGL-ESP01,PKG,revenue,2025,2,3,Revenue
videndum,ABGL-ESP01,PKG,revenue,2025,4,3,Revenue
videndum,ABGL-ESP01,PKG,revenue,2025,8,3,Revenue
videndum,ABGL-ESP01,PKG,revenue,2025,9,18,Revenue
videndum,ABGL-LWA01,INV,revenue,2020,,23,Revenue
videndum,ABGL-LWA01,INV,revenue,2021,,40,Revenue
videndum,ABGL-LWA01,INV,revenue,2022,,30,Revenue
videndum,ABGL-LWA01,INV,revenue,2023,,26,Revenue
videndum,ABGL-LWA01,INV,revenue,2024,,14,Revenue
videndum,ABGL-LWA01,INV,revenue,2025,2,6,Revenue
videndum,ABGL-LWA01,INV,revenue,2025,4,3,Revenue
videndum,ABGL-LWA01,INV,revenue,2025,5,4,Revenue
videndum,ABGL-LWA01,INV,revenue,2025,7,3,Revenue
videndum,ABGL-LWA01,PKG,revenue,2020,,28,Revenue
videndum,ABGL-LWA01,PKG,revenue,2021,,70,Revenue
videndum,ABGL-LWA01,PKG,revenue,2022,,49,Revenue
videndum,ABGL-LWA01,PKG,revenue,2023,,30,Revenue
videndum,ABGL-LWA01,PKG,revenue,2024,,14,Revenue
videndum,ABGL-MWA01,INV,revenue,2020,,60,Revenue
videndum,ABGL-MWA01,INV,revenue,2021,,69,Revenue
videndum,ABGL-MWA01,INV,revenue,2022,,51,Revenue
videndum,ABGL-MWA01,INV,revenue,2023,,30,Revenue
videndum,ABGL-MWA01,INV,revenue,2024,,25,Revenue
videndum,ABGL-MWA01,INV,revenue,2025,1,1,Revenue
videndum,ABGL-MWA01,INV,revenue,2025,2,1,Revenue
videndum,ABGL-MWA01,INV,revenue,2025,3,2,Revenue
videndum,ABGL-MWA01,INV,revenue,2025,4,1,Revenue
videndum,ABGL-MWA01,INV,revenue,2025,5,2,Revenue
videndum,ABGL-MWA01,INV,revenue,2025,7,4,Revenue
videndum,ABGL-MWA01,INV,revenue,2025,9,1,Revenue
videndum,ABGL-MWA01,PKG,revenue,2020,,346,Revenue
videndum,ABGL-MWA01,PKG,revenue,2021,,555,Revenue
videndum,ABGL-MWA01,PKG,revenue,2022,,334,Revenue
videndum,ABGL-MWA01,PKG,revenue,2023,,77,Revenue
videndum,ABGL-MWA01,PKG,revenue,2024,,7,Revenue
videndum,ABGL-MWA01,PKG,revenue,2025,1,2,Revenue
videndum,ABGL-MWA01,PKG,revenue,2025,3,1,Revenue
videndum,ABGL-MWA01,PKG,revenue,2025,4,1,Revenue
videndum,ABGL-MWA01,PKG,revenue,2025,9,1,Revenue
videndum,ABGL-SWA01,INV,revenue,2020,,59,Revenue
videndum,ABGL-SWA01,INV,revenue,2021,,61,Revenue
